composition,coop_rate,winning_strategy
"[2, 3, 5, 2, 4, 4, 0, 3, 5, 5]",147.18365472910926,"['Raider', 'EvolvedANNNoise05']"
"[2, 4, 1, 3, 3, 2, 5, 2, 3, 0]",151.3632,['EvolvedANNNoise05']
"[5, 1, 3, 3, 2, 2, 0, 0, 0, 0]",129.4609375,['EvolvedANNNoise05']
"[3, 4, 5, 4, 5, 2, 2, 4, 3, 2]",145.1773356401384,"['Raider', 'EvolvedANNNoise05']"
"[1, 4, 3, 2, 1, 2, 2, 1, 1, 3]",163.43,['Raider']
"[2, 3, 3, 1, 5, 4, 1, 1, 0, 2]",162.03719008264463,['DefectorHunter']
"[1, 1, 4, 3, 5, 0, 2, 5, 3, 3]",137.08367626886147,['SecondByRichardHufford']
"[0, 4, 5, 5, 5, 4, 3, 2, 3, 3]",152.05017301038063,['EvolvedANNNoise05']
"[3, 4, 3, 0, 0, 5, 2, 5, 0, 1]",178.45746691871454,['Raider']
"[1, 4, 5, 5, 0, 2, 1, 2, 1, 1]",161.2995867768595,['Raider']
"[5, 3, 0, 1, 1, 1, 3, 4, 0, 2]",164.475,['EvolvedANNNoise05']
"[2, 2, 4, 2, 2, 4, 5, 3, 1, 4]",162.44589774078477,['EvolvedANNNoise05']
"[5, 0, 5, 3, 3, 4, 4, 5, 4, 4]",149.20233747260775,['EvolvedANNNoise05']
"[1, 0, 5, 5, 5, 0, 4, 5, 4, 5]",136.5475778546713,['GrudgerAlternator']
"[0, 5, 0, 1, 3, 1, 1, 3, 4, 3]",152.06575963718822,['EvolvedANNNoise05']
"[1, 1, 5, 2, 2, 5, 3, 2, 5, 5]",152.00312174817898,['EvolvedANNNoise05']
"[4, 3, 3, 4, 0, 0, 1, 3, 4, 5]",150.20164609053498,['Raider']
"[1, 3, 0, 5, 5, 5, 0, 4, 1, 2]",157.2041420118343,['SecondByRichardHufford']
"[5, 0, 4, 3, 4, 3, 2, 2, 4, 1]",135.86989795918367,['EvolvedANNNoise05']
"[5, 3, 2, 1, 1, 0, 5, 5, 5, 3]",159.7577777777778,['EvolvedANNNoise05']
"[2, 2, 0, 3, 0, 2, 1, 1, 0, 1]",173.68055555555554,['EvolvedANNNoise05']
"[0, 2, 2, 5, 0, 2, 0, 1, 5, 4]",140.5578231292517,['EvolvedANNNoise05']
"[1, 1, 5, 1, 4, 5, 5, 1, 1, 2]",159.53254437869822,['GrudgerAlternator']
"[5, 5, 1, 2, 5, 0, 2, 5, 3, 4]",142.755859375,['SecondByRichardHufford']
"[5, 5, 4, 1, 1, 0, 1, 4, 2, 3]",149.1967455621302,['Raider']
"[4, 5, 4, 2, 3, 2, 0, 1, 0, 2]",150.9962192816635,['Raider']
"[3, 0, 3, 2, 5, 0, 2, 2, 1, 4]",129.09297520661158,['SecondByRichardHufford']
"[4, 5, 4, 4, 4, 0, 4, 3, 3, 3]",143.75346020761245,['EvolvedANNNoise05']
"[3, 2, 5, 2, 3, 1, 0, 4, 2, 4]",143.71449704142012,['Raider']
"[4, 0, 4, 0, 5, 0, 5, 3, 2, 0]",127.87334593572778,['GrudgerAlternator']
"[0, 3, 4, 4, 0, 4, 3, 2, 2, 4]",165.36686390532543,['EvolvedANNNoise05']
"[0, 3, 4, 4, 5, 4, 4, 1, 3, 3]",150.16545265348594,['GrudgerAlternator']
"[1, 3, 2, 4, 4, 1, 2, 0, 4, 4]",136.2192,"['EvolvedANNNoise05', 'SecondByRichardHufford']"
"[1, 2, 1, 2, 1, 3, 0, 4, 4, 1]",156.5650969529086,['Raider']
"[2, 0, 3, 0, 4, 1, 2, 2, 3, 1]",135.70987654320987,['GrudgerAlternator']
"[5, 0, 2, 3, 5, 4, 5, 1, 1, 5]",144.34755463059312,['EvolvedANNNoise05']
"[2, 2, 0, 0, 0, 5, 0, 4, 1, 4]",181.52469135802468,['SneakyTitForTat']
"[2, 5, 0, 5, 3, 3, 2, 4, 4, 5]",154.22038567493112,['EvolvedANNNoise05']
"[2, 5, 0, 2, 5, 2, 1, 2, 2, 5]",150.97633136094674,['SecondByRichardHufford']
"[3, 1, 3, 4, 3, 4, 3, 0, 1, 4]",150.25887573964496,['EvolvedANNNoise05']
"[0, 3, 5, 5, 5, 3, 3, 0, 2, 1]",149.86145404663924,['GrudgerAlternator']
"[1, 5, 3, 3, 0, 1, 1, 5, 2, 1]",166.10537190082644,['Raider']
"[4, 0, 4, 5, 4, 0, 4, 4, 1, 1]",132.89986282578874,['SecondByRichardHufford']
"[4, 4, 0, 5, 3, 3, 0, 4, 3, 5]",152.16233090530696,['EvolvedANNNoise05']
"[4, 2, 5, 5, 0, 2, 5, 3, 0, 5]",163.78876170655568,['EvolvedANNNoise05']
"[2, 4, 5, 3, 5, 4, 5, 5, 1, 4]",157.404432132964,['EvolvedANNNoise05']
"[2, 3, 4, 5, 2, 0, 4, 5, 3, 4]",151.587890625,['Raider']
"[1, 2, 5, 5, 0, 1, 1, 1, 2, 0]",149.02777777777777,['Raider']
"[2, 0, 2, 1, 4, 2, 1, 2, 4, 3]",135.79591836734693,['SecondByRichardHufford']
"[1, 3, 2, 2, 1, 5, 0, 5, 1, 3]",171.33837429111531,['Raider']
"[5, 5, 5, 1, 2, 4, 4, 5, 4, 1]",158.42515432098764,['EvolvedANNNoise05']
"[3, 4, 1, 1, 5, 3, 3, 2, 0, 5]",157.15775034293551,['EvolvedANNNoise05']
"[2, 5, 4, 4, 2, 1, 1, 0, 3, 3]",145.3008,['Raider']
"[5, 5, 1, 5, 0, 4, 5, 4, 4, 4]",166.87216946676406,['EvolvedANNNoise05']
"[4, 5, 2, 1, 1, 1, 3, 3, 2, 3]",159.0032,['EvolvedANNNoise05']
"[4, 5, 1, 0, 3, 0, 4, 3, 0, 5]",156.2592,['Raider']
"[0, 5, 2, 3, 0, 0, 2, 5, 4, 5]",163.26183431952663,['EvolvedANNNoise05']
"[5, 0, 5, 4, 5, 5, 5, 1, 2, 2]",142.8347750865052,['EvolvedANNNoise05']
"[0, 5, 5, 5, 0, 3, 0, 4, 4, 5]",157.210197710718,['EvolvedANNNoise05']
"[1, 3, 3, 0, 0, 2, 0, 2, 2, 3]",161.5546875,['Raider']
"[0, 5, 5, 0, 3, 4, 5, 2, 1, 0]",174.8352,['SneakyTitForTat']
"[1, 2, 5, 3, 4, 5, 4, 1, 3, 1]",152.9013079667063,['EvolvedANNNoise05']
"[4, 0, 3, 2, 2, 4, 0, 4, 1, 1]",150.5827664399093,['EvolvedANNNoise05']
"[1, 0, 3, 3, 1, 2, 2, 0, 2, 5]",147.53462603878117,['EvolvedANNNoise05']
"[0, 4, 5, 1, 0, 5, 4, 0, 4, 0]",170.66351606805293,['SneakyTitForTat']
"[5, 0, 1, 4, 5, 2, 2, 3, 4, 1]",131.11522633744855,['SecondByRichardHufford']
"[5, 1, 2, 2, 2, 1, 1, 2, 2, 1]",135.31578947368422,['EvolvedANNNoise05']
"[3, 3, 1, 0, 3, 2, 3, 2, 3, 1]",150.08390022675738,['SneakyTitForTat']
"[0, 4, 2, 2, 2, 4, 5, 3, 5, 5]",159.271484375,['EvolvedANNNoise05']
"[4, 5, 1, 2, 5, 2, 3, 5, 4, 1]",147.3251953125,['EvolvedANNNoise05']
"[2, 2, 5, 3, 5, 5, 3, 2, 1, 3]",154.57752341311135,['EvolvedANNNoise05']
"[2, 2, 1, 2, 0, 2, 0, 2, 4, 1]",153.578125,['Raider']
"[4, 4, 0, 5, 3, 5, 5, 2, 4, 2]",153.9818339100346,['EvolvedANNNoise05']
"[3, 1, 1, 4, 4, 2, 1, 5, 2, 4]",146.1440329218107,['SecondByRichardHufford']
"[0, 2, 1, 2, 2, 5, 3, 3, 1, 2]",168.30839002267572,['EvolvedANNNoise05']
"[2, 5, 0, 0, 4, 4, 3, 0, 1, 4]",162.84877126654064,['SecondByRichardHufford']
"[4, 5, 4, 4, 0, 5, 0, 2, 4, 3]",154.6035379812695,['Raider']
"[1, 2, 3, 4, 0, 2, 1, 0, 1, 2]",156.83984375,['Raider']
"[2, 5, 1, 4, 3, 4, 0, 2, 0, 0]",163.4920634920635,['Raider']
"[5, 0, 5, 2, 2, 3, 1, 0, 4, 0]",136.0702479338843,['EvolvedANNNoise05']
"[3, 2, 2, 2, 5, 3, 1, 4, 3, 4]",145.12485136741975,['SecondByRichardHufford']
"[5, 3, 5, 5, 0, 5, 1, 3, 3, 0]",155.39555555555555,['EvolvedANNNoise05']
"[4, 0, 1, 0, 2, 2, 5, 5, 2, 2]",159.84877126654064,['SecondByRichardHufford']
"[2, 5, 2, 0, 5, 5, 4, 3, 0, 5]",167.28199791883455,['SecondByRichardHufford']
"[3, 1, 1, 0, 1, 1, 3, 4, 3, 4]",161.34467120181407,['SecondByRichardHufford']
"[1, 4, 5, 0, 4, 4, 2, 5, 5, 4]",156.0847750865052,['Raider']
"[3, 1, 5, 5, 1, 2, 3, 4, 4, 4]",150.6552734375,['EvolvedANNNoise05']
"[0, 3, 5, 1, 2, 0, 4, 4, 5, 5]",152.27586206896552,['GrudgerAlternator']
"[1, 3, 1, 2, 0, 2, 4, 4, 2, 3]",174.60330578512398,['EvolvedANNNoise05']
"[0, 2, 2, 4, 0, 4, 2, 4, 3, 1]",164.8904958677686,['EvolvedANNNoise05']
"[1, 5, 5, 3, 0, 2, 1, 2, 0, 0]",170.90858725761774,['Raider']
"[3, 5, 3, 2, 1, 3, 4, 2, 1, 1]",164.8688,['EvolvedANNNoise05']
"[0, 0, 0, 0, 2, 5, 4, 0, 4, 2]",154.17993079584775,['SecondByRichardHufford']
"[2, 2, 3, 3, 5, 1, 5, 1, 4, 2]",136.6887755102041,['GrudgerAlternator']
"[3, 0, 4, 0, 0, 1, 0, 2, 3, 3]",143.60546875,"['SecondByColbert', 'SecondByRichardHufford']"
"[3, 5, 0, 2, 4, 3, 2, 4, 5, 1]",150.20689655172413,['EvolvedANNNoise05']
"[1, 5, 1, 0, 1, 3, 2, 2, 1, 2]",175.07407407407408,['SneakyTitForTat']
"[5, 0, 3, 0, 4, 0, 3, 2, 4, 0]",127.38775510204081,['GrudgerAlternator']
"[1, 2, 5, 3, 5, 2, 1, 2, 2, 3]",146.39644970414201,['GrudgerAlternator']
"[1, 4, 2, 2, 2, 2, 2, 0, 0, 5]",166.62,['Raider']
"[4, 4, 3, 0, 1, 2, 2, 4, 5, 3]",156.55612244897958,['Raider']
"[4, 5, 1, 0, 3, 2, 0, 4, 3, 5]",152.14951989026062,['Raider']
"[2, 5, 3, 4, 4, 5, 1, 4, 5, 1]",151.3840830449827,['Raider']
"[0, 2, 3, 3, 2, 3, 5, 2, 1, 5]",162.1449704142012,['EvolvedANNNoise05']
"[4, 5, 3, 5, 0, 3, 4, 4, 3, 4]",163.87428571428572,['EvolvedANNNoise05']
"[2, 5, 0, 2, 4, 0, 1, 4, 4, 4]",145.5532544378698,['Raider']
"[2, 4, 4, 1, 0, 1, 3, 3, 4, 5]",159.66255144032922,['Raider']
"[5, 2, 4, 4, 3, 4, 5, 0, 1, 0]",147.01785714285714,['EvolvedANNNoise05']
"[4, 3, 0, 5, 1, 0, 2, 3, 1, 4]",160.18714555765595,['EvolvedANNNoise05']
"[4, 1, 4, 5, 1, 3, 2, 2, 4, 2]",147.1798469387755,['EvolvedANNNoise05']
"[1, 4, 5, 0, 1, 5, 5, 1, 1, 3]",174.74852071005918,['Raider']
"[2, 1, 2, 1, 1, 1, 3, 3, 2, 3]",157.22160664819944,['EvolvedANNNoise05']
"[4, 1, 1, 3, 1, 0, 4, 3, 0, 4]",160.5283446712018,['EvolvedANNNoise05']
"[0, 5, 2, 5, 1, 0, 3, 0, 5, 0]",144.10204081632654,['EvolvedANNNoise05']
"[4, 4, 4, 0, 3, 2, 5, 3, 3, 0]",153.41836734693877,['SneakyTitForTat']
"[4, 3, 4, 1, 2, 5, 2, 1, 2, 4]",156.3405612244898,['EvolvedANNNoise05']
"[3, 2, 0, 5, 4, 5, 4, 4, 2, 3]",154.95703125,['EvolvedANNNoise05']
"[4, 0, 0, 3, 2, 0, 3, 2, 3, 5]",145.53719008264463,['EvolvedANNNoise05']
"[1, 0, 5, 5, 2, 3, 4, 1, 2, 5]",149.7984693877551,['EvolvedANNNoise05']
"[0, 2, 0, 2, 3, 0, 1, 2, 2, 4]",142.828125,['SecondByRichardHufford']
"[3, 1, 2, 1, 1, 5, 5, 2, 3, 1]",165.48958333333334,['EvolvedANNNoise05']
"[5, 3, 3, 0, 1, 0, 5, 1, 5, 2]",151.9408,['SecondByRichardHufford']
"[2, 0, 1, 1, 5, 3, 0, 2, 2, 5]",142.38548752834467,['SecondByRichardHufford']
"[3, 5, 0, 4, 4, 4, 3, 4, 2, 2]",156.39438085327782,['EvolvedANNNoise05']
"[3, 4, 5, 0, 5, 2, 3, 4, 3, 4]",149.97796143250687,['SecondByRichardHufford']
"[3, 3, 0, 0, 1, 4, 0, 1, 4, 1]",153.8477508650519,['SneakyTitForTat']
"[3, 3, 3, 0, 0, 0, 3, 5, 1, 0]",166.2006172839506,['Raider']
"[0, 3, 1, 4, 4, 4, 3, 1, 0, 1]",160.73696145124717,['EvolvedANNNoise05']
"[3, 4, 2, 5, 4, 3, 4, 1, 1, 4]",152.02289281997918,['EvolvedANNNoise05']
"[3, 4, 5, 2, 2, 0, 3, 4, 5, 4]",148.5654296875,['Raider']
"[5, 2, 0, 4, 5, 2, 4, 4, 5, 4]",142.16326530612244,['EvolvedANNNoise05']
"[0, 0, 2, 3, 3, 4, 1, 3, 2, 4]",151.0909090909091,['SecondByRichardHufford']
"[2, 2, 1, 3, 2, 4, 1, 2, 0, 0]",162.02076124567475,['EvolvedANNNoise05']
"[2, 5, 1, 3, 5, 5, 4, 3, 3, 5]",155.7939814814815,['EvolvedANNNoise05']
"[2, 1, 1, 4, 2, 4, 0, 1, 0, 2]",159.76470588235293,['EvolvedANNNoise05']
"[3, 2, 5, 3, 3, 5, 0, 0, 1, 5]",154.39368998628257,['EvolvedANNNoise05']
"[4, 2, 5, 1, 2, 5, 1, 3, 2, 3]",155.33035714285714,['EvolvedANNNoise05']
"[4, 3, 3, 5, 5, 2, 5, 4, 4, 3]",143.68421052631578,['EvolvedANNNoise05']
"[2, 0, 5, 5, 0, 3, 0, 0, 1, 3]",150.26592797783934,['EvolvedANNNoise05']
"[0, 0, 2, 3, 4, 4, 4, 5, 0, 5]",158.67489711934155,['EvolvedANNNoise05']
"[3, 4, 4, 0, 5, 5, 1, 4, 5, 4]",152.0195918367347,['SecondByRichardHufford']
"[5, 0, 4, 5, 3, 2, 1, 5, 3, 5]",143.0394857667585,['SecondByRichardHufford']
"[0, 3, 3, 2, 2, 2, 4, 1, 0, 0]",166.44982698961937,['EvolvedANNNoise05']
"[5, 0, 0, 3, 3, 0, 1, 5, 1, 5]",145.88279773156899,['SecondByRichardHufford']
"[2, 0, 5, 1, 2, 5, 1, 3, 3, 4]",153.50443786982248,['EvolvedANNNoise05']
"[3, 2, 1, 4, 3, 1, 2, 3, 3, 1]",141.19659735349717,['EvolvedANNNoise05']
"[3, 4, 4, 1, 5, 3, 2, 0, 2, 3]",149.6570644718793,['EvolvedANNNoise05']
"[1, 1, 1, 2, 3, 1, 0, 4, 1, 0]",143.0612244897959,['Raider']
"[2, 1, 0, 4, 2, 0, 1, 2, 0, 0]",139.45833333333334,['EvolvedANNNoise05']
"[5, 0, 0, 3, 4, 2, 1, 0, 2, 5]",132.4979338842975,['SecondByRichardHufford']
"[3, 3, 2, 4, 5, 4, 4, 5, 2, 4]",152.6118827160494,['EvolvedANNNoise05']
"[5, 3, 5, 2, 5, 4, 4, 2, 5, 5]",145.119375,['EvolvedANNNoise05']
"[2, 1, 4, 4, 5, 2, 5, 3, 1, 1]",141.8673469387755,['EvolvedANNNoise05']
"[1, 2, 4, 1, 3, 2, 3, 0, 3, 0]",150.45152354570638,['GrudgerAlternator']
"[1, 2, 5, 1, 3, 2, 3, 5, 5, 2]",151.56718192627824,['Raider']
"[5, 4, 2, 4, 0, 4, 3, 0, 4, 5]",155.80645161290323,['EvolvedANNNoise05']
"[5, 3, 2, 5, 2, 4, 2, 5, 1, 0]",157.09988109393578,['EvolvedANNNoise05']
"[5, 0, 5, 2, 4, 0, 1, 4, 3, 0]",125.73784722222223,['EvolvedANNNoise05']
"[3, 5, 2, 5, 5, 5, 2, 3, 2, 0]",152.107421875,['EvolvedANNNoise05']
"[1, 4, 0, 0, 0, 0, 2, 3, 5, 4]",165.4376731301939,['Raider']
"[2, 2, 1, 2, 1, 0, 5, 3, 1, 2]",162.6786703601108,['EvolvedANNNoise05']
"[0, 1, 1, 3, 3, 5, 1, 5, 3, 0]",154.8595041322314,['EvolvedANNNoise05']
"[1, 3, 2, 0, 0, 4, 1, 0, 5, 0]",160.46875,['SneakyTitForTat']
"[4, 3, 1, 1, 3, 5, 0, 1, 0, 1]",158.3102493074792,['EvolvedANNNoise05']
"[4, 4, 3, 2, 4, 2, 5, 3, 2, 4]",150.67768595041323,['EvolvedANNNoise05']
"[0, 1, 2, 3, 0, 4, 1, 2, 1, 4]",168.45679012345678,['EvolvedANNNoise05']
"[1, 3, 0, 1, 3, 0, 3, 3, 5, 5]",146.46180555555554,['EvolvedANNNoise05']
"[1, 0, 1, 5, 0, 5, 0, 1, 2, 0]",155.90222222222224,['EvolvedANNNoise05']
"[4, 0, 3, 1, 3, 5, 2, 3, 0, 4]",156.7312,['EvolvedANNNoise05']
"[4, 5, 1, 4, 0, 5, 5, 3, 1, 5]",174.83654729109276,['EvolvedANNNoise05']
"[2, 5, 0, 4, 3, 3, 3, 4, 2, 2]",159.05102040816325,['EvolvedANNNoise05']
"[5, 0, 1, 4, 1, 0, 1, 0, 4, 4]",134.64,['EvolvedANNNoise05']
"[0, 1, 4, 3, 4, 1, 3, 3, 1, 1]",144.32426303854876,['GrudgerAlternator']
"[2, 2, 5, 1, 5, 5, 4, 2, 5, 5]",149.57407407407408,['EvolvedANNNoise05']
"[1, 3, 0, 5, 4, 4, 5, 2, 2, 0]",150.44082840236686,['EvolvedANNNoise05']
"[4, 2, 2, 2, 3, 2, 2, 3, 4, 1]",143.6256,['EvolvedANNNoise05']
"[3, 0, 5, 2, 4, 1, 3, 1, 0, 4]",139.16824196597352,['DefectorHunter']
"[4, 1, 1, 1, 2, 0, 3, 1, 4, 4]",140.59183673469389,['EvolvedANNNoise05']
"[1, 5, 4, 3, 5, 2, 0, 3, 1, 2]",157.11094674556213,['Raider']
"[2, 2, 3, 5, 2, 5, 2, 2, 0, 0]",161.2381852551985,['EvolvedANNNoise05']
"[0, 2, 2, 1, 4, 5, 1, 4, 3, 0]",158.60743801652893,['SneakyTitForTat']
"[2, 1, 3, 3, 2, 5, 3, 3, 2, 5]",158.9024970273484,['EvolvedANNNoise05']
"[0, 4, 2, 2, 3, 1, 2, 4, 5, 3]",149.5103550295858,['EvolvedANNNoise05']
"[5, 1, 5, 3, 1, 1, 2, 2, 1, 1]",140.87809917355372,['EvolvedANNNoise05']
"[4, 4, 1, 0, 1, 5, 0, 0, 5, 5]",149.3072,['SneakyTitForTat']
"[5, 2, 0, 0, 5, 3, 3, 2, 5, 5]",142.00444444444443,['SecondByRichardHufford']
"[2, 2, 5, 2, 4, 5, 5, 3, 2, 2]",156.068359375,['EvolvedANNNoise05']
"[3, 2, 3, 2, 5, 2, 4, 5, 1, 3]",147.4622222222222,['EvolvedANNNoise05']
"[3, 2, 2, 2, 0, 2, 1, 5, 5, 0]",163.3698347107438,"['EvolvedANNNoise05', 'SneakyTitForTat']"
"[2, 0, 4, 1, 5, 5, 3, 5, 5, 1]",148.5608740894901,['EvolvedANNNoise05']
"[0, 4, 2, 2, 2, 3, 2, 3, 0, 2]",172.69,['EvolvedANNNoise05']
"[5, 3, 2, 4, 1, 4, 5, 2, 2, 3]",160.9885535900104,['EvolvedANNNoise05']
"[4, 3, 3, 0, 4, 1, 3, 2, 2, 2]",141.93402777777777,['SecondByRichardHufford']
"[1, 5, 3, 5, 5, 3, 5, 3, 3, 0]",150.19742883379246,['EvolvedANNNoise05']
"[1, 5, 3, 4, 3, 0, 3, 1, 3, 3]",146.22337278106508,['Raider']
"[2, 0, 5, 2, 1, 4, 1, 1, 0, 1]",159.78546712802768,['EvolvedANNNoise05']
"[4, 0, 5, 0, 4, 1, 3, 4, 4, 3]",138.87244897959184,['SecondByRichardHufford']
"[5, 1, 3, 2, 3, 3, 2, 2, 1, 3]",145.0352,['EvolvedANNNoise05']
"[5, 2, 2, 4, 3, 3, 1, 3, 4, 4]",144.22788761706556,['EvolvedANNNoise05']
"[3, 1, 5, 5, 5, 0, 2, 4, 3, 0]",130.54464285714286,['EvolvedANNNoise05']
"[5, 3, 2, 4, 0, 1, 2, 1, 0, 2]",156.0475,['EvolvedANNNoise05']
"[4, 2, 2, 2, 0, 1, 2, 3, 1, 3]",161.3125,['EvolvedANNNoise05']
"[1, 3, 2, 1, 3, 2, 4, 5, 1, 4]",161.50739644970415,['EvolvedANNNoise05']
"[5, 4, 2, 0, 3, 4, 5, 1, 3, 1]",154.05357142857142,['SneakyTitForTat']
"[2, 2, 2, 2, 5, 5, 0, 1, 2, 5]",151.97041420118344,['SecondByRichardHufford']
"[3, 4, 5, 0, 2, 2, 5, 0, 2, 4]",156.72427983539094,['Raider']
"[2, 4, 0, 2, 0, 5, 5, 0, 1, 5]",178.21006944444446,['EvolvedANNNoise05']
"[0, 0, 5, 5, 0, 2, 1, 2, 5, 0]",143.9075,['EvolvedANNNoise05']
"[1, 0, 3, 3, 0, 5, 3, 2, 2, 4]",164.73156899810965,['EvolvedANNNoise05']
"[0, 0, 0, 4, 2, 1, 2, 2, 0, 3]",154.64795918367346,['SecondByRichardHufford']
"[2, 1, 1, 5, 1, 0, 1, 5, 1, 5]",161.52892561983472,['SecondByRichardHufford']
"[1, 3, 5, 3, 3, 1, 1, 3, 4, 5]",145.13793103448276,['Raider']
"[4, 5, 5, 2, 4, 5, 1, 3, 5, 5]",150.2320841551611,['EvolvedANNNoise05']
"[3, 1, 0, 5, 4, 2, 4, 0, 2, 2]",135.60491493383742,['EvolvedANNNoise05']
"[4, 3, 4, 3, 2, 3, 4, 4, 4, 2]",153.6712580348944,['EvolvedANNNoise05']
"[1, 5, 1, 2, 4, 2, 0, 5, 4, 0]",151.76041666666666,['Raider']
"[3, 1, 0, 2, 2, 1, 4, 2, 3, 1]",149.3684210526316,['EvolvedANNNoise05']
"[5, 3, 5, 2, 1, 4, 4, 5, 3, 4]",159.78086419753086,['EvolvedANNNoise05']
"[1, 2, 3, 1, 0, 2, 4, 4, 1, 3]",172.9092970521542,['EvolvedANNNoise05']
"[2, 5, 0, 0, 1, 2, 4, 5, 0, 3]",181.37190082644628,['Raider']
"[4, 4, 4, 2, 3, 3, 2, 4, 2, 4]",153.478515625,['EvolvedANNNoise05']
"[0, 2, 0, 0, 5, 1, 5, 4, 5, 1]",144.98865784499054,['SecondByRichardHufford']
"[2, 1, 0, 5, 5, 5, 2, 0, 1, 4]",148.4864,['EvolvedANNNoise05']
"[0, 5, 3, 5, 2, 3, 4, 4, 4, 4]",157.80795847750866,['EvolvedANNNoise05']
"[2, 1, 5, 4, 1, 2, 5, 2, 5, 0]",151.65432098765433,['EvolvedANNNoise05']
"[3, 2, 5, 3, 0, 2, 3, 3, 1, 1]",159.4952741020794,['EvolvedANNNoise05']
"[5, 5, 0, 5, 2, 0, 4, 5, 2, 4]",158.421875,['EvolvedANNNoise05']
"[1, 5, 2, 2, 4, 1, 2, 5, 0, 2]",160.30034722222223,['Raider']
"[3, 2, 1, 1, 4, 5, 3, 5, 3, 4]",156.4360041623309,['EvolvedANNNoise05']
"[1, 4, 5, 1, 3, 3, 0, 4, 3, 2]",157.1301775147929,['Raider']
"[3, 1, 1, 3, 0, 1, 1, 5, 2, 0]",166.89965397923876,['EvolvedANNNoise05']
"[1, 1, 3, 0, 4, 4, 5, 1, 5, 1]",151.1888,['GrudgerAlternator']
"[4, 0, 0, 4, 1, 2, 1, 3, 3, 2]",154.4,['EvolvedANNNoise05']
"[1, 1, 0, 2, 2, 3, 3, 3, 3, 4]",156.56611570247935,['EvolvedANNNoise05']
"[3, 2, 5, 4, 1, 1, 3, 5, 1, 3]",155.53316326530611,['EvolvedANNNoise05']
"[2, 3, 0, 3, 3, 1, 2, 4, 2, 1]",149.56462585034015,['EvolvedANNNoise05']
"[1, 2, 0, 1, 4, 5, 0, 3, 4, 1]",151.22222222222223,['SneakyTitForTat']
"[2, 3, 3, 1, 2, 5, 2, 3, 0, 3]",169.72916666666666,['EvolvedANNNoise05']
"[4, 1, 3, 2, 2, 0, 2, 1, 1, 3]",135.48753462603878,['EvolvedANNNoise05']
"[2, 0, 3, 0, 1, 5, 3, 4, 2, 3]",166.42155009451795,['SecondByRichardHufford']
"[4, 2, 0, 5, 1, 4, 5, 1, 2, 4]",163.1326530612245,['EvolvedANNNoise05']
"[2, 3, 0, 0, 4, 1, 2, 5, 5, 2]",148.78125,['SecondByRichardHufford']
"[0, 0, 3, 0, 1, 0, 3, 1, 1, 5]",152.83673469387756,['GrudgerAlternator']
"[4, 4, 5, 2, 4, 3, 3, 1, 5, 3]",144.85294117647058,['EvolvedANNNoise05']
"[2, 5, 3, 0, 2, 1, 2, 3, 1, 3]",161.22520661157026,['Raider']
"[5, 2, 2, 4, 3, 0, 1, 2, 3, 3]",133.2304,['SecondByRichardHufford']
"[1, 5, 2, 3, 0, 3, 5, 0, 5, 0]",162.10416666666666,['EvolvedANNNoise05']
"[0, 4, 4, 3, 4, 0, 4, 1, 0, 4]",156.296875,['GrudgerAlternator']
"[2, 1, 4, 2, 0, 3, 5, 3, 5, 5]",160.6888888888889,['EvolvedANNNoise05']
"[2, 4, 1, 5, 5, 2, 2, 3, 0, 3]",152.77914951989027,['SecondByRichardHufford']
"[4, 3, 3, 0, 3, 5, 3, 3, 4, 0]",156.3826530612245,['SneakyTitForTat']
"[3, 0, 4, 4, 2, 1, 1, 5, 5, 4]",142.53745541022593,['SecondByRichardHufford']
"[1, 5, 2, 2, 1, 3, 3, 0, 1, 1]",168.02770083102493,['Raider']
"[0, 5, 2, 4, 2, 4, 2, 5, 3, 2]",162.41736028537454,['EvolvedANNNoise05']
"[4, 0, 1, 0, 5, 3, 1, 2, 2, 4]",138.67768595041323,['SecondByRichardHufford']
"[1, 2, 2, 3, 1, 2, 3, 0, 2, 2]",152.94753086419752,['EvolvedANNNoise05']
"[3, 4, 2, 1, 5, 1, 5, 3, 3, 2]",145.35790725326993,['EvolvedANNNoise05']
"[5, 4, 1, 4, 3, 4, 1, 2, 3, 3]",148.44333333333333,['EvolvedANNNoise05']
"[1, 2, 3, 0, 2, 1, 2, 2, 5, 3]",148.01360544217687,['Raider']
"[5, 5, 4, 0, 2, 2, 3, 3, 0, 4]",157.60841836734693,['Raider']
"[2, 5, 0, 0, 0, 0, 1, 1, 5, 3]",154.1349480968858,['Raider']
"[4, 2, 0, 0, 3, 2, 1, 0, 1, 2]",137.76,['SecondByRichardHufford']
"[1, 3, 5, 1, 3, 3, 3, 3, 0, 0]",164.91322314049586,['EvolvedANNNoise05']
"[2, 0, 0, 5, 5, 5, 5, 2, 4, 5]",144.12213039485766,['EvolvedANNNoise05']
"[3, 0, 1, 5, 3, 3, 3, 2, 2, 5]",148.2633744855967,['EvolvedANNNoise05']
"[0, 4, 5, 4, 4, 0, 1, 3, 3, 5]",146.41736028537454,['GrudgerAlternator']
"[1, 5, 3, 2, 5, 5, 1, 5, 3, 4]",158.41695501730104,['Raider']
"[5, 0, 5, 0, 0, 4, 1, 2, 4, 1]",153.34710743801654,['SneakyTitForTat']
"[2, 2, 2, 4, 0, 4, 1, 0, 1, 3]",162.25207756232686,['EvolvedANNNoise05']
