,composition,coop_rate,winning_strategy
1219,"[3, 5, 4, 4, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1220,"[2, 3, 2, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1221,"[4, 3, 5, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1222,"[1, 2, 1, 0, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1223,"[3, 5, 4, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1224,"[0, 5, 3, 0, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1225,"[0, 0, 1, 5, 3]",200.0,"['OnceBitten', 'InversePunisher']"
1226,"[2, 0, 4, 2, 0]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1227,"[2, 3, 0, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1228,"[0, 4, 4, 4, 2]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1229,"[2, 1, 3, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1230,"[5, 2, 5, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1231,"[3, 5, 4, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1232,"[3, 0, 2, 1, 3]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1233,"[5, 0, 5, 1, 2]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1234,"[5, 4, 4, 2, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1235,"[4, 5, 3, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1236,"[5, 1, 2, 5, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1237,"[0, 4, 0, 3, 0]",200.0,"['ContriteTitForTat', 'InversePunisher']"
1238,"[2, 5, 2, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1239,"[5, 5, 4, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1240,"[1, 3, 3, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1241,"[2, 2, 1, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1242,"[0, 5, 5, 4, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1243,"[4, 3, 3, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1244,"[1, 2, 3, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1245,"[1, 2, 0, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1246,"[4, 5, 2, 4, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1247,"[4, 1, 5, 4, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1248,"[1, 4, 0, 4, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1249,"[5, 4, 3, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1250,"[0, 2, 1, 5, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1251,"[0, 0, 5, 0, 0]",200.0,['OnceBitten']
1252,"[0, 4, 2, 1, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1253,"[5, 4, 2, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1254,"[1, 0, 0, 5, 4]",200.0,"['FirstByDavis', 'InversePunisher']"
1255,"[4, 5, 5, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1256,"[2, 0, 4, 5, 0]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1257,"[1, 0, 2, 2, 3]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1258,"[0, 2, 3, 4, 2]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1259,"[5, 1, 0, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1260,"[3, 3, 1, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1261,"[4, 2, 3, 0, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten']"
1262,"[3, 1, 3, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1263,"[0, 2, 3, 1, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1264,"[5, 5, 4, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1265,"[0, 2, 3, 3, 0]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1266,"[5, 0, 5, 5, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1267,"[0, 1, 5, 1, 0]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1268,"[4, 2, 4, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1269,"[1, 4, 2, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1270,"[2, 3, 3, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1271,"[5, 2, 5, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1272,"[5, 3, 0, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1273,"[1, 1, 4, 4, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1274,"[2, 4, 5, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1275,"[4, 5, 3, 5, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1276,"[1, 0, 4, 2, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1277,"[3, 1, 4, 2, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1278,"[0, 5, 2, 0, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1279,"[0, 2, 0, 4, 5]",200.0,"['ContriteTitForTat', 'InversePunisher']"
1280,"[2, 0, 1, 2, 2]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1281,"[3, 3, 3, 5, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1282,"[1, 1, 0, 5, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1283,"[4, 0, 4, 3, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1284,"[5, 4, 3, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1285,"[0, 1, 1, 4, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1286,"[1, 3, 1, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1287,"[4, 2, 1, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1288,"[1, 1, 5, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1289,"[1, 4, 4, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1290,"[4, 3, 5, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1291,"[3, 2, 4, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1292,"[0, 4, 3, 5, 4]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1293,"[3, 4, 1, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1294,"[3, 5, 1, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1295,"[3, 5, 5, 1, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1296,"[4, 1, 4, 5, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1297,"[5, 5, 3, 0, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1298,"[1, 3, 5, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1299,"[5, 4, 1, 5, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1300,"[0, 4, 4, 3, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1301,"[1, 1, 2, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1302,"[1, 3, 2, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1303,"[4, 3, 2, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1304,"[3, 2, 2, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1305,"[2, 1, 4, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1306,"[0, 3, 4, 0, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1307,"[5, 2, 2, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1308,"[4, 0, 2, 3, 0]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1309,"[3, 2, 1, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1310,"[5, 1, 4, 2, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1311,"[5, 1, 4, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1312,"[3, 3, 2, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1313,"[4, 4, 4, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1314,"[0, 1, 0, 0, 2]",200.0,"['ContriteTitForTat', 'InversePunisher']"
1315,"[5, 0, 5, 1, 4]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1316,"[3, 1, 0, 1, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1317,"[4, 4, 4, 5, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1318,"[2, 0, 3, 2, 3]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1319,"[3, 4, 3, 1, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1320,"[2, 5, 5, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1321,"[5, 2, 5, 5, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1322,"[1, 1, 1, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1323,"[0, 3, 4, 4, 2]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1324,"[4, 2, 1, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1325,"[3, 4, 0, 5, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1326,"[5, 2, 5, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1327,"[0, 2, 0, 5, 1]",200.0,"['ContriteTitForTat', 'InversePunisher']"
1328,"[2, 0, 2, 3, 2]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1329,"[3, 3, 2, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1330,"[3, 0, 5, 5, 4]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1331,"[5, 3, 3, 1, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1332,"[3, 1, 5, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1333,"[0, 0, 1, 3, 5]",200.0,"['OnceBitten', 'InversePunisher']"
1334,"[3, 1, 0, 5, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1335,"[5, 5, 2, 2, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1336,"[2, 1, 4, 0, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten']"
1337,"[2, 2, 1, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1338,"[5, 0, 2, 1, 4]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1339,"[4, 0, 0, 4, 2]",200.0,"['FirstByDavis', 'InversePunisher']"
1340,"[5, 3, 1, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1341,"[1, 0, 1, 5, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1342,"[0, 4, 2, 5, 0]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1343,"[2, 5, 4, 2, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1344,"[4, 4, 1, 4, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1345,"[0, 2, 5, 3, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1346,"[2, 1, 5, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1347,"[3, 1, 5, 0, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten']"
1348,"[2, 1, 2, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1349,"[1, 0, 4, 3, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1350,"[1, 5, 4, 1, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1351,"[0, 2, 2, 3, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1352,"[3, 0, 0, 0, 1]",200.0,"['FirstByDavis', 'InversePunisher']"
1353,"[5, 0, 0, 3, 5]",200.0,"['FirstByDavis', 'InversePunisher']"
1354,"[2, 4, 2, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1355,"[4, 4, 1, 1, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1356,"[3, 1, 2, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1357,"[4, 4, 1, 1, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1358,"[0, 4, 5, 1, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1359,"[3, 3, 1, 5, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1360,"[1, 0, 3, 3, 0]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1361,"[1, 4, 0, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1362,"[1, 2, 1, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1363,"[5, 1, 5, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1364,"[5, 5, 4, 0, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten']"
1365,"[0, 2, 5, 0, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1366,"[3, 3, 4, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1367,"[0, 3, 0, 2, 3]",200.0,"['ContriteTitForTat', 'InversePunisher']"
1368,"[2, 5, 2, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1369,"[0, 1, 3, 4, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1370,"[2, 0, 2, 3, 3]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1371,"[0, 2, 4, 1, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1372,"[3, 3, 4, 5, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1373,"[4, 0, 4, 4, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1374,"[1, 5, 4, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1375,"[4, 1, 3, 4, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1376,"[2, 1, 2, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1377,"[4, 3, 1, 4, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1378,"[1, 5, 4, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1379,"[3, 5, 2, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1380,"[2, 3, 4, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1381,"[0, 4, 1, 2, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1382,"[4, 1, 4, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1383,"[1, 1, 2, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1384,"[0, 2, 1, 0, 2]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1385,"[4, 3, 0, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1386,"[5, 2, 2, 4, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1387,"[4, 5, 1, 4, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1388,"[2, 5, 4, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1389,"[4, 2, 2, 2, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1390,"[5, 0, 3, 5, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1391,"[1, 0, 3, 1, 3]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1392,"[0, 3, 5, 3, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1393,"[0, 5, 5, 2, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1394,"[1, 5, 1, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1395,"[0, 5, 0, 2, 0]",200.0,"['ContriteTitForTat', 'InversePunisher']"
1396,"[5, 3, 4, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1397,"[0, 3, 3, 4, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1398,"[4, 0, 0, 5, 2]",200.0,"['FirstByDavis', 'InversePunisher']"
1399,"[5, 2, 5, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1400,"[5, 1, 4, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1401,"[1, 2, 4, 3, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1402,"[4, 1, 5, 0, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1403,"[1, 4, 4, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1404,"[3, 1, 1, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1405,"[1, 4, 5, 4, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1406,"[4, 3, 5, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1407,"[4, 0, 1, 1, 3]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1408,"[2, 1, 3, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1409,"[4, 5, 4, 2, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1410,"[3, 0, 2, 2, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1411,"[5, 3, 5, 1, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1412,"[0, 4, 4, 4, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1413,"[4, 5, 1, 0, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1414,"[3, 4, 3, 4, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1415,"[1, 1, 5, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1416,"[4, 1, 3, 3, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1417,"[0, 0, 0, 5, 4]",200.0,['InversePunisher']
1418,"[3, 5, 0, 5, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1419,"[4, 4, 1, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1420,"[5, 4, 3, 0, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1421,"[3, 4, 3, 2, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1422,"[4, 4, 4, 4, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1423,"[0, 1, 0, 2, 4]",200.0,"['ContriteTitForTat', 'InversePunisher']"
1424,"[4, 0, 5, 5, 1]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1425,"[2, 3, 0, 2, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1426,"[4, 0, 2, 1, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1427,"[0, 2, 0, 5, 3]",200.0,"['ContriteTitForTat', 'InversePunisher']"
1428,"[2, 3, 4, 3, 3]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1429,"[0, 2, 2, 5, 3]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1430,"[4, 3, 0, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1431,"[2, 5, 1, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1432,"[3, 2, 5, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1433,"[1, 2, 3, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1434,"[4, 1, 4, 3, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1435,"[0, 1, 5, 4, 1]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1436,"[1, 3, 1, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1437,"[2, 2, 4, 3, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1438,"[1, 1, 3, 1, 5]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1439,"[0, 4, 3, 5, 5]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1440,"[1, 0, 5, 3, 5]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1441,"[0, 1, 5, 4, 4]",200.0,"['ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1442,"[4, 1, 1, 2, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1443,"[3, 4, 0, 4, 1]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1444,"[0, 4, 0, 5, 3]",200.0,"['ContriteTitForTat', 'InversePunisher']"
1445,"[2, 0, 2, 0, 3]",200.0,"['FirstByDavis', 'OnceBitten', 'InversePunisher']"
1446,"[5, 1, 0, 3, 0]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'InversePunisher']"
1447,"[4, 3, 4, 1, 2]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
1448,"[1, 3, 2, 4, 4]",200.0,"['FirstByDavis', 'ContriteTitForTat', 'OnceBitten', 'InversePunisher']"
