,composition,coop_rate,winning_strategy
1319,"[4, 1, 2, 2, 0]",116.66666666666667,['EvolvedANNNoise05']
1320,"[1, 2, 1, 3, 5]",139.95138888888889,['GrudgerAlternator']
1321,"[5, 0, 2, 5, 2]",113.36734693877551,['EvolvedANNNoise05']
1322,"[1, 4, 5, 4, 4]",155.94753086419752,['Raider']
1323,"[0, 2, 0, 5, 3]",141.95,['EvolvedANNNoise05']
1324,"[3, 4, 0, 4, 5]",130.51171875,['Raider']
1325,"[4, 0, 1, 1, 3]",83.8395061728395,['EvolvedANNNoise05']
1326,"[1, 1, 2, 2, 4]",140.3,['GrudgerAlternator']
1327,"[4, 5, 5, 0, 5]",144.42105263157896,['Raider']
1328,"[5, 0, 0, 3, 3]",92.82644628099173,['EvolvedANNNoise05']
1329,"[2, 2, 2, 3, 0]",142.66666666666666,['Raider']
1330,"[5, 0, 3, 4, 2]",109.28061224489795,['EvolvedANNNoise05']
1331,"[4, 2, 4, 4, 1]",128.49777777777777,['Raider']
1332,"[1, 2, 4, 1, 0]",157.8125,['Raider']
1333,"[3, 5, 4, 4, 2]",144.11111111111111,['Raider']
1334,"[3, 0, 2, 0, 1]",83.58333333333333,['Raider']
1335,"[0, 3, 1, 2, 4]",166.9,['GrudgerAlternator']
1336,"[4, 0, 1, 2, 3]",92.42,['EvolvedANNNoise05']
1337,"[2, 0, 5, 4, 5]",130.390625,['GrudgerAlternator']
1338,"[2, 5, 0, 1, 2]",147.41,['Raider']
1339,"[3, 5, 2, 1, 5]",143.77734375,['Raider']
1340,"[3, 5, 4, 4, 1]",145.54671280276816,['Raider']
1341,"[3, 4, 0, 3, 0]",147.14,['Raider']
1342,"[2, 3, 4, 2, 3]",146.23469387755102,['Raider']
1343,"[4, 3, 3, 3, 3]",126.6328125,['Raider']
1344,"[3, 0, 1, 1, 2]",88.95918367346938,['EvolvedANNNoise05']
1345,"[5, 0, 0, 0, 1]",51.80555555555556,['Raider']
1346,"[3, 4, 0, 3, 3]",131.8698224852071,['Raider']
1347,"[1, 3, 4, 2, 2]",157.95833333333334,['Raider']
1348,"[5, 1, 4, 1, 4]",108.65333333333334,['EvolvedANNNoise05']
1349,"[0, 4, 4, 3, 4]",169.25333333333333,['GrudgerAlternator']
1350,"[3, 5, 2, 3, 3]",140.43359375,['Raider']
1351,"[1, 4, 4, 2, 1]",162.27083333333334,['Raider']
1352,"[1, 1, 0, 3, 5]",126.47,['Forgiver']
1353,"[1, 2, 1, 3, 0]",154.3469387755102,['Raider']
1354,"[0, 0, 1, 1, 1]",144.55555555555554,['GrudgerAlternator']
1355,"[3, 3, 2, 3, 1]",134.72916666666666,['Raider']
1356,"[5, 1, 3, 0, 1]",91.8,['Raider']
1357,"[0, 0, 4, 2, 3]",159.08641975308643,['GrudgerAlternator']
1358,"[1, 3, 0, 2, 1]",150.71428571428572,['Raider']
1359,"[2, 2, 1, 0, 4]",136.91358024691357,['Forgiver']
1360,"[2, 4, 1, 5, 3]",141.32888888888888,['Raider']
1361,"[1, 0, 3, 3, 5]",134.45138888888889,['GrudgerAlternator']
1362,"[3, 2, 5, 5, 0]",139.4177777777778,['Raider']
1363,"[2, 5, 0, 5, 1]",152.84023668639054,['Raider']
1364,"[1, 3, 4, 1, 2]",163.9090909090909,['Raider']
1365,"[5, 1, 3, 3, 5]",109.75778546712803,['EvolvedANNNoise05']
1366,"[0, 1, 0, 3, 2]",138.41666666666666,['EvolvedANNNoise05']
1367,"[2, 2, 2, 5, 5]",131.18359375,['Raider']
1368,"[4, 3, 2, 5, 0]",140.65816326530611,['Raider']
1369,"[5, 3, 4, 5, 1]",130.32407407407408,['Raider']
1370,"[2, 2, 1, 1, 4]",132.32,['Forgiver']
1371,"[4, 2, 0, 0, 1]",91.18367346938776,['Raider']
1372,"[5, 4, 5, 2, 1]",129.0242214532872,['Raider']
1373,"[4, 3, 5, 1, 2]",130.28,['Raider']
1374,"[0, 2, 5, 5, 0]",158.81944444444446,['EvolvedANNNoise05']
1375,"[5, 0, 0, 5, 2]",115.48611111111111,['EvolvedANNNoise05']
1376,"[5, 4, 5, 5, 2]",132.3015873015873,['Raider']
1377,"[5, 2, 5, 1, 1]",115.95408163265306,['EvolvedANNNoise05']
1378,"[2, 3, 5, 2, 4]",149.671875,['Raider']
1379,"[0, 4, 3, 5, 3]",158.37777777777777,['EvolvedANNNoise05']
1380,"[0, 2, 5, 2, 2]",171.73553719008265,['GrudgerAlternator']
1381,"[2, 0, 0, 5, 0]",166.81632653061226,['EvolvedANNNoise05']
1382,"[4, 5, 0, 5, 5]",130.29362880886427,['Raider']
1383,"[1, 1, 1, 0, 5]",159.09375,['Forgiver']
1384,"[1, 5, 3, 5, 0]",160.9387755102041,['Raider']
1385,"[3, 1, 1, 4, 2]",121.44628099173553,['EvolvedANNNoise05']
1386,"[5, 1, 3, 4, 1]",118.63265306122449,['EvolvedANNNoise05']
1387,"[1, 4, 5, 2, 3]",164.13333333333333,['Raider']
1388,"[0, 3, 5, 4, 3]",162.09777777777776,['GrudgerAlternator']
1389,"[4, 4, 2, 2, 1]",130.02366863905326,['Raider']
1390,"[1, 2, 4, 1, 2]",159.16,['Raider']
1391,"[5, 4, 4, 3, 2]",128.21604938271605,['Raider']
1392,"[1, 2, 5, 0, 1]",170.0493827160494,['Raider']
1393,"[1, 0, 3, 2, 4]",137.33,['GrudgerAlternator']
1394,"[1, 4, 2, 0, 0]",168.73469387755102,['Raider']
1395,"[1, 0, 3, 4, 4]",129.92361111111111,['GrudgerAlternator']
1396,"[1, 0, 1, 5, 4]",120.2396694214876,['GrudgerAlternator']
1397,"[2, 3, 5, 0, 1]",154.3801652892562,['Raider']
1398,"[4, 3, 0, 2, 1]",122.6,['EvolvedANNNoise05']
1399,"[1, 4, 5, 2, 0]",164.52083333333334,['Raider']
1400,"[0, 0, 2, 3, 3]",138.359375,['GrudgerAlternator']
1401,"[0, 0, 2, 5, 2]",134.320987654321,['GrudgerAlternator']
1402,"[3, 0, 3, 0, 3]",107.77777777777777,['Forgiver']
1403,"[5, 2, 0, 5, 3]",117.95555555555555,['EvolvedANNNoise05']
1404,"[2, 3, 2, 1, 0]",142.578125,['Raider']
1405,"[4, 0, 3, 5, 2]",117.25510204081633,['EvolvedANNNoise05']
1406,"[5, 0, 2, 5, 4]",106.640625,['EvolvedANNNoise05']
1407,"[4, 5, 5, 1, 1]",139.1796875,['Raider']
1408,"[1, 3, 3, 1, 1]",160.5679012345679,['Raider']
1409,"[4, 0, 0, 5, 5]",102.60714285714286,['EvolvedANNNoise05']
1410,"[4, 5, 2, 2, 0]",137.19526627218934,['Raider']
1411,"[1, 2, 2, 2, 4]",147.63636363636363,['Raider']
1412,"[3, 5, 2, 2, 0]",144.65277777777777,['Raider']
1413,"[4, 2, 4, 3, 3]",123.92578125,['EvolvedANNNoise05']
1414,"[2, 3, 0, 4, 3]",134.45833333333334,['Raider']
1415,"[0, 5, 2, 0, 4]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
1416,"[3, 3, 3, 3, 1]",135.84615384615384,['Raider']
1417,"[4, 0, 4, 3, 2]",111.81065088757397,['EvolvedANNNoise05']
1418,"[4, 0, 5, 4, 1]",119.65306122448979,['EvolvedANNNoise05']
1419,"[3, 3, 4, 2, 0]",137.77777777777777,['Raider']
1420,"[5, 2, 4, 3, 2]",118.90625,['EvolvedANNNoise05']
1421,"[2, 3, 2, 0, 4]",149.5206611570248,['Raider']
1422,"[5, 0, 5, 0, 0]",91.75,['Raider']
1423,"[5, 2, 0, 0, 2]",84.93827160493827,['Raider']
1424,"[1, 0, 3, 1, 2]",138.0204081632653,['Forgiver']
1425,"[4, 3, 0, 4, 3]",123.16326530612245,['EvolvedANNNoise05']
1426,"[0, 5, 4, 4, 0]",170.8639053254438,['EvolvedANNNoise05']
1427,"[5, 4, 3, 1, 0]",123.04733727810651,['Raider']
1428,"[1, 5, 0, 5, 2]",154.0059171597633,['Raider']
1429,"[0, 3, 3, 0, 1]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
1430,"[1, 2, 3, 0, 3]",167.62962962962962,['Forgiver']
1431,"[4, 2, 2, 0, 2]",106.88,['Raider']
1432,"[2, 4, 0, 5, 3]",140.34183673469389,['Raider']
1433,"[5, 1, 5, 5, 3]",119.47368421052632,['EvolvedANNNoise05']
1434,"[5, 1, 5, 3, 4]",115.76543209876543,['EvolvedANNNoise05']
1435,"[0, 3, 0, 4, 1]",160.5,['EvolvedANNNoise05']
1436,"[1, 1, 3, 2, 2]",142.4814814814815,['Raider']
1437,"[4, 2, 3, 1, 4]",119.31632653061224,['EvolvedANNNoise05']
1438,"[0, 4, 3, 1, 3]",185.2479338842975,['GrudgerAlternator']
1439,"[4, 2, 1, 1, 0]",113.65625,['EvolvedANNNoise05']
1440,"[2, 2, 5, 5, 5]",138.66759002770084,['Raider']
1441,"[3, 2, 2, 3, 0]",135.26,['Raider']
1442,"[1, 4, 4, 1, 2]",167.70833333333334,['Raider']
1443,"[5, 0, 1, 1, 3]",78.41,['EvolvedANNNoise05']
1444,"[1, 5, 3, 1, 4]",170.22448979591837,['Raider']
1445,"[5, 0, 5, 1, 2]",101.85207100591715,['EvolvedANNNoise05']
1446,"[4, 2, 5, 4, 2]",128.0968858131488,['Raider']
1447,"[3, 2, 3, 1, 1]",125.21,['Raider']
1448,"[3, 2, 4, 1, 1]",129.27272727272728,['Raider']
1449,"[4, 4, 4, 2, 0]",134.85714285714286,['Raider']
1450,"[0, 0, 4, 5, 0]",148.2716049382716,['EvolvedANNNoise05']
1451,"[4, 4, 4, 0, 4]",135.625,['Raider']
1452,"[0, 2, 1, 3, 3]",151.88888888888889,['GrudgerAlternator']
1453,"[3, 2, 3, 3, 2]",128.58579881656806,['Raider']
1454,"[0, 4, 0, 2, 0]",179.11111111111111,['EvolvedANNNoise05']
1455,"[3, 5, 4, 3, 2]",144.4325259515571,['Raider']
1456,"[2, 1, 1, 4, 4]",121.70833333333333,['EvolvedANNNoise05']
1457,"[4, 1, 4, 5, 0]",131.56632653061226,['EvolvedANNNoise05']
1458,"[0, 0, 0, 3, 0]",178.0,['EvolvedANNNoise05']
1459,"[1, 0, 4, 4, 4]",134.2130177514793,['GrudgerAlternator']
1460,"[2, 3, 4, 1, 4]",151.06632653061226,['Raider']
1461,"[3, 4, 5, 3, 1]",143.05859375,['Raider']
1462,"[5, 4, 4, 4, 3]",128.7575,['Raider']
1463,"[2, 4, 0, 2, 0]",151.5,['Raider']
1464,"[0, 3, 1, 3, 4]",158.4214876033058,['GrudgerAlternator']
1465,"[0, 0, 0, 2, 4]",132.0,['Forgiver']
1466,"[5, 4, 4, 1, 4]",126.53703703703704,['Raider']
1467,"[4, 1, 3, 5, 0]",133.09467455621302,['EvolvedANNNoise05']
1468,"[4, 1, 0, 0, 4]",85.23456790123457,['Forgiver']
1469,"[0, 5, 5, 0, 4]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
1470,"[0, 2, 5, 1, 0]",182.84375,['EvolvedANNNoise05']
1471,"[5, 3, 0, 0, 5]",103.69822485207101,['Raider']
1472,"[5, 4, 3, 2, 2]",124.33984375,['Raider']
1473,"[3, 3, 5, 3, 5]",138.96952908587258,['Raider']
1474,"[2, 3, 0, 3, 0]",153.046875,['Raider']
1475,"[3, 0, 2, 2, 0]",115.51020408163265,['EvolvedANNNoise05']
1476,"[5, 0, 4, 1, 4]",100.66326530612245,['EvolvedANNNoise05']
1477,"[3, 4, 2, 0, 1]",134.09,['Raider']
1478,"[2, 5, 0, 1, 1]",148.5185185185185,['Raider']
1479,"[5, 2, 0, 2, 2]",105.2892561983471,['EvolvedANNNoise05']
1480,"[1, 3, 3, 5, 3]",146.48,['Raider']
1481,"[2, 3, 2, 3, 4]",138.7295918367347,['Raider']
1482,"[3, 4, 4, 2, 1]",141.2908163265306,['Raider']
1483,"[0, 4, 0, 4, 4]",155.55555555555554,['EvolvedANNNoise05']
1484,"[1, 4, 1, 0, 0]",165.75,['Raider']
1485,"[1, 0, 4, 2, 1]",137.984375,['Raider']
1486,"[1, 0, 2, 4, 4]",125.0909090909091,['GrudgerAlternator']
1487,"[3, 4, 1, 5, 2]",138.82222222222222,['Raider']
1488,"[1, 0, 5, 5, 3]",135.6377551020408,['Raider']
1489,"[5, 2, 4, 5, 4]",121.15,['EvolvedANNNoise05']
1490,"[3, 0, 1, 2, 1]",104.89795918367346,['EvolvedANNNoise05']
1491,"[5, 2, 1, 3, 4]",109.43555555555555,['EvolvedANNNoise05']
1492,"[4, 1, 2, 2, 1]",110.72,['EvolvedANNNoise05']
1493,"[5, 2, 2, 3, 0]",124.04166666666667,['EvolvedANNNoise05']
1494,"[3, 0, 4, 1, 2]",113.22,['EvolvedANNNoise05']
1495,"[1, 3, 0, 2, 3]",145.8148148148148,['Raider']
1496,"[3, 3, 2, 5, 4]",131.17993079584775,['Raider']
1497,"[5, 5, 1, 4, 3]",128.5185185185185,['Raider']
1498,"[0, 5, 3, 2, 4]",177.70408163265307,['GrudgerAlternator']
1499,"[3, 5, 1, 0, 5]",143.58163265306123,['Raider']
1500,"[1, 4, 5, 0, 3]",178.57988165680473,['Raider']
1501,"[1, 1, 2, 1, 4]",147.8641975308642,['Forgiver']
1502,"[4, 3, 0, 3, 3]",119.78698224852072,['EvolvedANNNoise05']
1503,"[1, 3, 5, 4, 5]",152.72222222222223,['Raider']
1504,"[2, 3, 1, 5, 4]",134.86666666666667,['Raider']
1505,"[0, 3, 4, 5, 5]",155.67474048442907,['GrudgerAlternator']
1506,"[4, 5, 5, 3, 4]",139.14512471655328,['Raider']
1507,"[4, 2, 2, 3, 2]",120.01183431952663,['EvolvedANNNoise05']
1508,"[1, 0, 5, 3, 0]",141.74074074074073,['Raider']
1509,"[2, 2, 5, 4, 1]",141.89795918367346,['Raider']
1510,"[5, 0, 5, 2, 0]",107.82638888888889,['EvolvedANNNoise05']
1511,"[5, 5, 0, 3, 2]",127.36444444444444,['Raider']
1512,"[1, 2, 5, 1, 4]",164.79881656804733,['Forgiver']
1513,"[2, 1, 1, 5, 5]",121.96938775510205,['EvolvedANNNoise05']
1514,"[3, 5, 2, 4, 0]",148.3877551020408,['Raider']
1515,"[3, 3, 4, 0, 5]",144.22666666666666,['Forgiver']
1516,"[2, 0, 4, 2, 0]",126.75,['Raider']
1517,"[5, 1, 4, 1, 1]",104.77083333333333,['EvolvedANNNoise05']
1518,"[3, 5, 0, 0, 2]",134.12,['Raider']
1519,"[1, 0, 1, 1, 4]",129.40816326530611,['Forgiver']
1520,"[3, 4, 4, 0, 1]",141.77083333333334,['Raider']
1521,"[1, 1, 1, 1, 5]",145.25925925925927,['Forgiver']
1522,"[0, 4, 4, 5, 3]",159.86328125,['EvolvedANNNoise05']
1523,"[3, 3, 1, 4, 0]",145.23140495867767,['Raider']
1524,"[5, 4, 2, 5, 5]",125.12471655328798,['EvolvedANNNoise05']
1525,"[0, 2, 0, 1, 0]",179.11111111111111,['EvolvedANNNoise05']
1526,"[0, 1, 0, 2, 5]",149.9375,['Cooperator']
1527,"[5, 5, 0, 5, 1]",138.33984375,['Raider']
1528,"[5, 2, 0, 3, 4]",106.44897959183673,['EvolvedANNNoise05']
1529,"[1, 3, 0, 1, 4]",152.7530864197531,['Raider']
1530,"[3, 4, 4, 1, 4]",143.8203125,['Raider']
1531,"[2, 0, 3, 0, 4]",132.02469135802468,['Forgiver']
1532,"[0, 3, 5, 3, 0]",169.62809917355372,['EvolvedANNNoise05']
1533,"[1, 4, 1, 1, 5]",163.3125,['Raider']
1534,"[2, 4, 5, 2, 0]",153.1715976331361,['Raider']
1535,"[0, 3, 1, 0, 4]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
1536,"[5, 0, 5, 5, 3]",114.64506172839506,['EvolvedANNNoise05']
1537,"[5, 1, 1, 4, 5]",105.6171875,['EvolvedANNNoise05']
1538,"[0, 3, 1, 5, 0]",166.60493827160494,['EvolvedANNNoise05']
1539,"[2, 1, 3, 5, 2]",131.93491124260356,['Raider']
1540,"[5, 1, 3, 3, 0]",118.54166666666667,['EvolvedANNNoise05']
1541,"[4, 0, 4, 0, 0]",91.75,['Raider']
1542,"[0, 5, 1, 2, 5]",174.95857988165682,['GrudgerAlternator']
1543,"[0, 0, 5, 5, 3]",143.63905325443787,['GrudgerAlternator']
1544,"[1, 1, 2, 4, 1]",139.93827160493828,['Raider']
1545,"[4, 5, 0, 1, 3]",126.35502958579882,['Raider']
1546,"[2, 5, 3, 4, 1]",151.41333333333333,['Raider']
1547,"[4, 5, 5, 0, 0]",138.14285714285714,['Raider']
1548,"[4, 3, 1, 4, 5]",122.07612456747405,['EvolvedANNNoise05']
1549,"[4, 3, 3, 2, 1]",126.50887573964496,['Raider']
1550,"[1, 0, 0, 4, 2]",121.3061224489796,['EvolvedANNNoise05']
1551,"[5, 2, 0, 3, 5]",105.75111111111111,['EvolvedANNNoise05']
1552,"[5, 1, 2, 2, 4]",102.23469387755102,['EvolvedANNNoise05']
1553,"[2, 4, 3, 5, 3]",143.88581314878894,['Raider']
1554,"[1, 1, 0, 2, 4]",127.4375,['Forgiver']
1555,"[0, 5, 3, 3, 3]",170.73469387755102,['EvolvedANNNoise05']
1556,"[0, 4, 2, 4, 4]",159.91836734693877,['GrudgerAlternator']
1557,"[5, 0, 3, 3, 0]",113.3801652892562,['EvolvedANNNoise05']
1558,"[2, 3, 3, 2, 5]",145.13777777777779,['Raider']
1559,"[3, 4, 4, 2, 3]",141.13671875,['Raider']
1560,"[2, 2, 5, 4, 4]",140.1038062283737,['Raider']
1561,"[1, 0, 4, 1, 0]",140.72222222222223,['Raider']
1562,"[5, 1, 2, 2, 0]",111.38,['EvolvedANNNoise05']
1563,"[3, 3, 5, 2, 1]",138.76530612244898,['Raider']
1564,"[1, 5, 2, 2, 1]",163.03305785123968,['Raider']
1565,"[5, 5, 4, 3, 0]",135.06228373702422,['Raider']
1566,"[5, 3, 2, 3, 1]",123.17857142857143,['EvolvedANNNoise05']
1567,"[1, 4, 3, 0, 1]",172.49382716049382,['Raider']
1568,"[3, 2, 2, 4, 0]",139.50413223140495,['Raider']
1569,"[5, 4, 5, 1, 3]",128.39814814814815,['Raider']
1570,"[5, 3, 3, 0, 0]",110.45454545454545,['Raider']
1571,"[0, 0, 0, 0, 2]",200.0,['Forgiver']
1572,"[4, 3, 4, 4, 2]",130.83737024221455,['Raider']
1573,"[2, 1, 0, 4, 3]",120.26,['EvolvedANNNoise05']
1574,"[1, 2, 0, 2, 0]",157.52,['Raider']
1575,"[3, 2, 1, 1, 5]",121.77083333333333,['EvolvedANNNoise05']
1576,"[5, 1, 4, 5, 3]",117.70061728395062,['EvolvedANNNoise05']
1577,"[1, 3, 3, 2, 0]",157.8148148148148,['Raider']
1578,"[2, 4, 4, 5, 5]",144.3425,['Raider']
1579,"[0, 4, 0, 2, 3]",168.8641975308642,['EvolvedANNNoise05']
1580,"[1, 2, 2, 0, 4]",166.41975308641975,['Forgiver']
1581,"[2, 1, 1, 1, 0]",122.84,['Raider']
1582,"[4, 4, 5, 4, 0]",139.41868512110727,['Raider']
1583,"[2, 4, 2, 4, 0]",152.08333333333334,['Raider']
1584,"[3, 0, 0, 2, 1]",105.58333333333333,['EvolvedANNNoise05']
1585,"[1, 3, 0, 0, 4]",163.71875,"['Raider', 'Forgiver']"
1586,"[2, 5, 2, 3, 4]",148.01953125,['Raider']
1587,"[5, 5, 4, 3, 3]",131.5575,['Raider']
1588,"[2, 0, 2, 4, 1]",126.5925925925926,['EvolvedANNNoise05']
1589,"[1, 1, 5, 4, 3]",143.3673469387755,['Raider']
1590,"[3, 0, 0, 1, 4]",85.40625,['EvolvedANNNoise05']
1591,"[1, 1, 5, 5, 3]",141.2,['Raider']
1592,"[0, 0, 4, 5, 5]",140.99489795918367,['GrudgerAlternator']
1593,"[1, 2, 2, 3, 4]",142.98611111111111,['Raider']
1594,"[3, 1, 0, 4, 2]",121.2,['EvolvedANNNoise05']
1595,"[2, 2, 3, 2, 5]",139.90816326530611,['Forgiver']
1596,"[1, 5, 2, 1, 4]",168.31360946745562,['Raider']
1597,"[0, 3, 2, 5, 0]",163.85,['EvolvedANNNoise05']
1598,"[3, 0, 0, 4, 5]",102.35416666666667,['EvolvedANNNoise05']
1599,"[3, 1, 3, 2, 0]",123.8641975308642,['Raider']
1600,"[4, 1, 0, 1, 1]",94.93877551020408,['EvolvedANNNoise05']
1601,"[3, 5, 2, 0, 1]",140.5702479338843,['Raider']
1602,"[0, 2, 0, 2, 0]",173.75,['EvolvedANNNoise05']
1603,"[2, 0, 0, 3, 1]",123.97222222222223,['EvolvedANNNoise05']
1604,"[0, 4, 1, 0, 1]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
1605,"[3, 1, 1, 0, 1]",91.83333333333333,['Raider']
1606,"[3, 4, 4, 4, 1]",142.16796875,['Raider']
1607,"[1, 4, 1, 4, 2]",151.3125,['Raider']
1608,"[0, 0, 2, 5, 5]",132.32638888888889,['GrudgerAlternator']
1609,"[5, 4, 0, 1, 0]",120.26,['EvolvedANNNoise05']
1610,"[0, 4, 2, 1, 4]",184.31404958677686,['GrudgerAlternator']
1611,"[4, 4, 5, 3, 1]",136.439446366782,['Raider']
1612,"[1, 5, 5, 2, 3]",167.046875,['Raider']
1613,"[5, 1, 4, 1, 3]",106.7704081632653,['EvolvedANNNoise05']
1614,"[0, 5, 4, 5, 1]",165.6,['EvolvedANNNoise05']
1615,"[4, 3, 2, 3, 3]",124.26666666666667,['EvolvedANNNoise05']
1616,"[5, 4, 0, 4, 5]",119.95370370370371,['EvolvedANNNoise05']
1617,"[0, 1, 2, 3, 1]",150.53061224489795,['EvolvedANNNoise05']
1618,"[3, 1, 0, 2, 1]",115.0,['EvolvedANNNoise05']
1619,"[1, 5, 0, 1, 1]",163.796875,['Raider']
1620,"[1, 0, 0, 0, 3]",117.1875,['Forgiver']
1621,"[0, 2, 0, 2, 4]",156.5625,['Cooperator']
1622,"[4, 3, 1, 0, 0]",110.3125,['Raider']
1623,"[0, 3, 1, 1, 5]",180.72,['GrudgerAlternator']
1624,"[4, 3, 3, 4, 2]",129.4375,['Raider']
1625,"[0, 3, 0, 4, 2]",154.22222222222223,['EvolvedANNNoise05']
1626,"[4, 5, 0, 2, 4]",127.97333333333333,['Raider']
1627,"[1, 5, 5, 3, 5]",162.9529085872576,['Raider']
1628,"[2, 0, 3, 2, 5]",126.06944444444444,['Forgiver']
1629,"[4, 3, 2, 4, 3]",126.140625,['EvolvedANNNoise05']
1630,"[2, 0, 1, 5, 0]",151.03125,['EvolvedANNNoise05']
1631,"[4, 2, 5, 3, 5]",127.52631578947368,['EvolvedANNNoise05']
1632,"[2, 5, 3, 0, 3]",160.28402366863907,['Raider']
1633,"[1, 0, 2, 0, 5]",157.546875,['Forgiver']
1634,"[5, 3, 0, 0, 0]",100.78125,['Raider']
1635,"[4, 4, 0, 1, 2]",120.0,['Raider']
1636,"[5, 1, 5, 4, 5]",117.365,['EvolvedANNNoise05']
1637,"[3, 3, 5, 0, 4]",145.53333333333333,['Raider']
1638,"[5, 3, 3, 5, 4]",123.625,['EvolvedANNNoise05']
1639,"[4, 0, 0, 2, 3]",86.44444444444444,['EvolvedANNNoise05']
1640,"[1, 3, 3, 3, 3]",151.3491124260355,['Raider']
1641,"[5, 4, 5, 2, 0]",129.93359375,['Raider']
1642,"[5, 5, 2, 0, 2]",121.88775510204081,['Raider']
1643,"[0, 1, 0, 1, 0]",173.75,['EvolvedANNNoise05']
1644,"[0, 3, 1, 2, 3]",166.41975308641975,['GrudgerAlternator']
1645,"[2, 2, 5, 2, 4]",145.25333333333333,['Raider']
1646,"[5, 3, 2, 0, 1]",106.40495867768595,['Raider']
1647,"[3, 0, 2, 3, 1]",115.4074074074074,['EvolvedANNNoise05']
1648,"[2, 0, 1, 0, 1]",79.5,['Raider']
1649,"[1, 4, 2, 2, 2]",157.900826446281,['Raider']
1650,"[2, 3, 0, 2, 4]",133.27272727272728,['Raider']
1651,"[4, 2, 1, 0, 3]",102.96,['Raider']
1652,"[3, 1, 5, 5, 1]",132.08,['Raider']
1653,"[5, 2, 2, 0, 5]",106.81122448979592,['Forgiver']
1654,"[1, 2, 3, 5, 2]",143.46153846153845,['Raider']
1655,"[1, 5, 2, 5, 0]",161.85207100591717,['Raider']
1656,"[1, 3, 4, 2, 3]",158.33727810650888,['Raider']
1657,"[5, 3, 2, 5, 2]",126.55709342560553,['EvolvedANNNoise05']
1658,"[5, 1, 2, 0, 2]",86.9,['Raider']
1659,"[1, 5, 2, 4, 2]",156.27551020408163,['Raider']
1660,"[4, 0, 3, 1, 4]",102.44444444444444,['EvolvedANNNoise05']
1661,"[3, 0, 2, 5, 0]",138.2,['EvolvedANNNoise05']
1662,"[1, 2, 4, 0, 5]",174.20138888888889,['Forgiver']
1663,"[1, 5, 2, 1, 1]",167.21,['Raider']
1664,"[1, 2, 5, 2, 0]",156.23,['Raider']
1665,"[3, 5, 4, 0, 2]",148.08163265306123,['Raider']
1666,"[2, 4, 4, 3, 3]",148.17578125,['Raider']
1667,"[5, 1, 0, 3, 1]",115.23,['EvolvedANNNoise05']
1668,"[1, 5, 1, 5, 1]",157.92899408284023,['Raider']
1669,"[3, 2, 0, 2, 5]",116.28472222222223,['EvolvedANNNoise05']
1670,"[2, 5, 5, 3, 0]",155.45333333333335,['Raider']
1671,"[2, 3, 3, 4, 5]",139.91695501730104,['Raider']
1672,"[3, 0, 2, 2, 1]",107.484375,['EvolvedANNNoise05']
1673,"[4, 4, 4, 4, 4]",133.36,['Raider']
1674,"[3, 2, 2, 1, 0]",123.21875,['Raider']
1675,"[2, 5, 0, 1, 3]",147.53719008264463,['Raider']
1676,"[3, 5, 2, 5, 5]",138.5375,['Raider']
1677,"[3, 1, 4, 1, 3]",124.67361111111111,['EvolvedANNNoise05']
1678,"[1, 3, 0, 4, 5]",139.74556213017752,['Raider']
1679,"[0, 1, 4, 0, 4]",200.0,"['Cooperator', 'GrudgerAlternator', 'Forgiver']"
1680,"[0, 4, 3, 2, 5]",175.5408163265306,['GrudgerAlternator']
1681,"[1, 3, 1, 3, 5]",146.17751479289942,['Raider']
1682,"[1, 0, 2, 3, 1]",129.26530612244898,['Raider']
1683,"[2, 1, 0, 2, 0]",143.76,['Raider']
1684,"[0, 3, 3, 3, 3]",163.625,['GrudgerAlternator']
1685,"[0, 1, 5, 0, 0]",200.0,"['Cooperator', 'GrudgerAlternator']"
1686,"[2, 0, 1, 1, 2]",99.33333333333333,['EvolvedANNNoise05']
1687,"[1, 3, 4, 5, 5]",147.5462962962963,['Raider']
1688,"[2, 3, 2, 2, 5]",141.92857142857142,['Raider']
1689,"[3, 0, 1, 5, 1]",129.61,['EvolvedANNNoise05']
1690,"[5, 2, 2, 0, 0]",97.03703703703704,['Raider']
1691,"[4, 0, 0, 5, 2]",118.18181818181819,['EvolvedANNNoise05']
1692,"[0, 2, 3, 5, 4]",148.92857142857142,['GrudgerAlternator']
1693,"[0, 3, 3, 5, 3]",154.33673469387756,['GrudgerAlternator']
1694,"[0, 1, 5, 2, 3]",168.23140495867767,['GrudgerAlternator']
1695,"[0, 3, 3, 3, 0]",168.11111111111111,['EvolvedANNNoise05']
1696,"[3, 4, 0, 5, 1]",145.01775147928993,['Raider']
1697,"[2, 2, 5, 2, 2]",143.49112426035504,['Raider']
1698,"[4, 2, 4, 4, 5]",124.7645429362881,['EvolvedANNNoise05']
1699,"[3, 5, 3, 4, 4]",141.2049861495845,['Raider']
1700,"[2, 3, 4, 4, 3]",142.4140625,['Raider']
1701,"[4, 0, 0, 4, 5]",98.22485207100591,['EvolvedANNNoise05']
